0.027562,0.030118,0.0098692,0.0051617,0.00077493,0.00091658,9.9606e-05,2.7234e-05,0.020883,0.023282,0.0076131,2.7234e-05,0.0076487,0.011566,0.0032494,0.0014978,22.947,22.553,27.303,31.053,14.066,43.421,0.46053,0,14.066,43.421,0.46053,0,33.934,50.276,5.3947,0.82895,0.51108,0.5675,0.10545,0.013342,0.013138,0.015012,0.004901,0.0021529,5.3584e-06,9.2359e-06,3.0119e-07,3.768e-08,0.018842,-0.2422,-0.18011,-0.21712,0.38682,0.45754,0.049741,0.013591,-0.62295,-0.51051,-1.0207,-1.2868,-2.2824,-1.808,-4.167,-5.3348,4.4318,4.1202,3.7683,5.2154,0.033308,0.037788,0.011985,0.0052989,23.694,27.784,14.177,9.4335,1.9342,2.1842,0.052632,0,0.00077363,0.00091508,9.9482e-05,2.7182e-05,0.00807,0.010543,0.0032789,0.0016548,1
0.026692,0.026557,0.0095545,0.0037452,0.00072302,0.00071189,9.2213e-05,1.4234e-05,0.02079,0.020505,0.0073985,1.4234e-05,0.006828,0.0094559,0.0030309,0.0010547,22.066,29.342,27.382,27.882,14.763,38.342,0.19737,0,14.763,38.342,0.19737,0,35.868,49.316,4.5,0,0.52663,0.50605,0.096184,0.0028421,0.013414,0.013041,0.0046823,0.0015985,4.3677e-06,5.8652e-06,2.2432e-07,2.7103e-08,0.13986,-0.18487,-0.1821,-0.46721,0.36093,0.35538,0.046053,0.0071037,-0.63425,-0.55877,-1.0466,-1.4274,-2.3394,-2.0337,-4.2807,-5.9827,3.5998,3.6451,3.5698,6.1318,0.034245,0.032646,0.011884,0.003991,23.68,26.021,13.566,7.7808,1.1053,0.65789,0,0,0.00072186,0.00071076,9.2107e-05,1.4207e-05,0.0080151,0.0094495,0.0030528,0.001175,1
0.028352,0.028087,0.010562,0.0053219,0.00081958,0.00079504,0.00011373,2.9015e-05,0.021712,0.021587,0.0082222,2.9015e-05,0.0076849,0.0091017,0.0032867,0.0015411,20.855,29.026,29.342,28.171,14.618,40.039,1.1711,0,14.618,40.039,1.1711,0,36.395,52.461,8.25,0.92105,0.53253,0.52826,0.12705,0.012737,0.013715,0.013596,0.0052383,0.0024268,8.1146e-06,5.0864e-06,3.5669e-07,3.9922e-08,0.11248,-0.10031,-0.17423,-0.20362,0.40911,0.39683,0.056783,0.01448,-0.61328,-0.52835,-0.97306,-1.2627,-2.2408,-1.891,-3.961,-5.2289,4.0143,3.7896,3.7135,4.7007,0.034611,0.03434,0.013515,0.0060888,24.099,27.067,15.197,9.9166,1.5526,1.0921,0.039474,0,0.00081821,0.00079366,0.00011357,2.896e-05,0.0082802,0.010112,0.003682,0.0017888,1
0.030561,0.031812,0.012281,0.0079456,0.00095936,0.0010484,0.00015276,6.4848e-05,0.023644,0.024594,0.0095912,6.4848e-05,0.0077463,0.0095293,0.0041746,0.0027104,21.158,34.526,25.618,32.132,19.382,47.224,1.7105,0.065789,19.382,47.224,1.7105,0.065789,36.921,54.25,13.184,5.3026,0.55911,0.57276,0.17763,0.058079,0.015152,0.015785,0.0062197,0.0036728,7.3991e-06,1.0436e-05,5.552e-07,9.3654e-08,0.13228,-0.23234,-0.10407,-0.11894,0.47888,0.52329,0.076252,0.032361,-0.5828,-0.4895,-0.91381,-1.0785,-2.1024,-1.7064,-3.6808,-4.3843,3.7849,3.7681,3.483,4.2572,0.038077,0.039551,0.015696,0.009125,25.216,28.736,16.566,12.765,1.5,1.4211,0,0,0.00095776,0.0010466,0.0001525,6.4723e-05,0.0089697,0.011196,0.0042751,0.00279,1
0.028352,0.030754,0.011251,0.0060407,0.00081958,0.00095398,0.00012774,3.7001e-05,0.021712,0.023843,0.0087596,3.7001e-05,0.0076849,0.010413,0.003862,0.0022074,20.855,26.566,21.461,30.987,14.618,42.737,0.51316,0,14.618,42.737,0.51316,0,36.395,51.75,6.4079,1.1184,0.53253,0.57345,0.14645,0.021526,0.013715,0.015278,0.005645,0.0027508,8.1146e-06,6.7434e-06,3.9163e-07,5.1647e-08,0.11248,-0.21307,-0.18124,-0.19847,0.40911,0.4762,0.063782,0.018466,-0.61328,-0.50389,-0.98618,-1.1971,-2.2408,-1.7759,-3.9962,-4.9301,4.0143,3.7718,3.6547,4.497,0.034611,0.038508,0.014268,0.0068714,24.099,28.168,14.807,10.877,1.5526,1.6579,0.11842,0.065789,0.00081821,0.00095239,0.00012756,3.6931e-05,0.0082802,0.010771,0.0035418,0.0020999,1
0.19494,0.21456,0.076508,0.01624,0.040415,0.047733,0.0062083,0.00028203,0.14844,0.16566,0.059074,0.00028203,0.050177,0.074046,0.022882,0.0049486,38.763,59.934,44.671,34.461,123,141.3,111.58,3.7105,123,141.3,111.58,3.7105,82.908,100.01,79.461,27.776,0.91561,0.93208,0.81455,0.29511,0.092155,0.10549,0.037594,0.0080884,0.0024498,0.0022348,6.9777e-05,1.7176e-06,0.23481,-0.16514,-0.046187,-0.22045,20.169,23.82,3.0983,0.14074,0.34077,0.46305,-0.064183,-0.77482,2.1158,2.6205,0.24166,-2.9809,3.9991,3.7502,3.7164,3.5854,0.23095,0.26266,0.095223,0.020896,91.494,108.82,52.029,19.91,21.434,22.539,7.2895,0.5,0.040338,0.047641,0.0061966,0.00028148,0.077779,0.10243,0.030582,0.0059697,2
0.11863,0.13129,0.045799,0.009605,0.014909,0.018111,0.0021988,9.7877e-05,0.091796,0.10227,0.035659,9.7877e-05,0.047927,0.06624,0.018298,0.0035824,41.368,49.329,38.408,35.908,115.57,146.43,93.868,0.61842,115.57,146.43,93.868,0.61842,80.513,102.18,74.855,8.6974,0.87439,0.88892,0.70382,0.098079,0.057937,0.065374,0.022914,0.0046512,0.00026147,0.00047258,2.1251e-05,2.0888e-07,0.092985,-0.10213,-0.10539,-0.19829,7.4401,9.0379,1.0974,0.048843,0.11902,0.25363,-0.27976,-0.98717,1.0939,1.6409,-0.76228,-3.9638,3.5557,3.456,3.6709,3.6986,0.1474,0.16587,0.05844,0.011943,67.627,82.191,38.703,14.985,10.605,12,3.4605,0.092105,0.01488,0.018076,0.0021948,9.7687e-05,0.047186,0.064587,0.018546,0.0036307,2
0.12368,0.14111,0.046474,0.010011,0.015648,0.020041,0.0022108,0.00010401,0.096093,0.10901,0.036282,0.00010401,0.058687,0.070941,0.023691,0.0041894,39.368,50.829,30.158,37.408,122.16,144.32,100.07,0.35526,122.16,144.32,100.07,0.35526,83.355,101.7,75.434,10.487,0.88784,0.89766,0.70424,0.10918,0.061194,0.069006,0.023215,0.0049597,0.00031355,0.0005447,1.8189e-05,3.4741e-07,0.093174,-0.12472,-0.037428,-0.22866,7.8091,10.001,1.1034,0.051907,0.1635,0.28947,-0.26431,-0.96182,1.2892,1.8142,-0.69766,-3.8514,3.5421,3.6968,3.3263,3.7697,0.15603,0.1746,0.05877,0.01237,70.95,85.598,39.632,15.421,10.461,13.421,2.4079,0.13158,0.015618,0.020003,0.0022068,0.00010381,0.050905,0.068682,0.019164,0.0038035,2
0.18283,0.19481,0.081018,0.016573,0.036087,0.040084,0.0072,0.00030466,0.14139,0.15057,0.062516,0.00030466,0.069937,0.094683,0.030618,0.0058623,38.474,47.961,32.526,33.553,122.96,143.64,110.78,5.2368,122.96,143.64,110.78,5.2368,84.329,101.92,75.816,28.553,0.91868,0.92203,0.81621,0.28953,0.089512,0.09538,0.039809,0.0082649,0.0014782,0.0016908,7.6193e-05,1.5458e-06,0.15917,-0.10901,-0.045083,-0.18963,18.009,20.004,3.5933,0.15204,0.32321,0.41305,-0.052159,-0.768,2.032,2.3911,0.30091,-2.95,3.739,3.7066,3.8639,3.5551,0.22803,0.23854,0.10152,0.02092,89.54,103,52.857,19.992,20.566,20.382,7.2105,0.21053,0.036018,0.040008,0.0071866,0.00030408,0.075251,0.093556,0.031554,0.0060816,2
0.12368,0.14675,0.048022,0.011275,0.015648,0.022583,0.0024004,0.00013476,0.096093,0.11383,0.037633,0.00013476,0.058687,0.060841,0.017825,0.003978,39.368,51.526,33.5,32.184,122.16,142.39,99.5,1.2895,122.16,142.39,99.5,1.2895,83.355,99.553,77.197,14.197,0.88784,0.89961,0.71855,0.14963,0.061194,0.072445,0.024034,0.0055635,0.00031355,0.00087031,2.8194e-05,3.7809e-07,0.093174,-0.079679,-0.095769,-0.16158,7.8091,11.27,1.1979,0.067254,0.1635,0.29302,-0.25252,-0.91991,1.2892,1.8319,-0.64275,-3.6575,3.5421,3.6315,3.389,3.383,0.15603,0.18481,0.062189,0.014302,70.95,86.301,40.456,16.481,10.461,12.882,2.7632,0.013158,0.015618,0.022539,0.0023959,0.00013451,0.050905,0.069998,0.019917,0.0042807,2
